participantid,condition,session,conversation,onset,duration,production,comprehension,n_token,utterance,tdl 
subj-07,robot,1,6,5.142,0.5579999999999998,1,0,1,bonjour,0
subj-07,robot,1,6,7.875,2.494999999999999,1,0,10,qu'est ce que j'apprécie ce sont les couleurs,24
subj-07,robot,1,6,28.05,0.7979999999999983,1,0,4,j'ai du mal,4
subj-07,robot,1,6,56.014,0.41199999999999903,1,0,1,oui,0
subj-07,human,2,1,7.728,0.22299999999999986,0,1,1,ouais,0
subj-07,human,2,1,8.144,2.8200000000000003,0,1,9,une framboise avec des bras et des jambes non,13
subj-07,human,2,1,13.103,0.19299999999999962,0,1,1,mh,0
subj-07,human,2,1,14.002,1.5139999999999993,0,1,9,pas très jolie -fin moi je la trouve moche,14
subj-07,human,2,1,22.502,1.184000000000001,0,1,6,bah c'est un peu euh,7
subj-07,human,2,1,24.621,0.9960000000000022,0,1,6,tu vois les paquets de bonbons,7
subj-07,human,2,1,25.967,2.373000000000001,0,1,9,avec certains bonbons un peu gélatineux à l'intérieur,15
subj-07,human,2,1,30.301,0.13200000000000145,0,1,1,*,0
subj-07,human,2,1,31.49,1.4020000000000046,0,1,7,moi ça me fait penser à ça,12
subj-07,human,2,1,33.456,0.8329999999999984,0,1,5,tu sais c'est euh,3
subj-07,human,2,1,37.038,3.028000000000006,0,1,12,des trucs avec un goût assez sucré un peu un peu gélatineux,25
subj-07,human,2,1,48.927,1.0050000000000026,0,1,3,une mauvaise framboise,3
subj-07,human,2,1,52.331,0.19299999999999784,0,1,1,pour,0
subj-07,human,2,1,53.011,0.7519999999999953,0,1,2,pourquoi mauvaise,1
subj-07,human,2,1,4.41,2.835,1,0,9,du genre le genre de fruits rouges une framboise,7
subj-07,human,2,1,11.218,1.5549999999999997,1,0,8,ouais qui avait l'air un peu fatiguée,10
subj-07,human,2,1,16.807,1.9250000000000007,1,0,10,ben on sait pas trop si c'est une framboise,23
subj-07,human,2,1,30.189,0.5079999999999991,1,0,1,oui,0
subj-07,human,2,1,45.543,2.753999999999998,1,0,12,je sais pas moi ça me faisait penser à une mauvaise framboise,24
subj-07,human,2,1,52.285,0.25900000000000034,1,0,1,genre,0
subj-07,human,2,1,55.989,2.4890000000000043,1,0,9,euh je sais pas parce qu'elle avait euh,13
subj-07,human,2,3,2.997,0.32600000000000007,0,1,1,oh,0
subj-07,human,2,3,3.973,0.26400000000000023,0,1,1,ouais,0
subj-07,human,2,3,6.005,1.1180000000000003,0,1,5,elle avait l'air euh,4
subj-07,human,2,3,9.836,0.7829999999999995,0,1,2,blasée peut-être,1
subj-07,human,2,3,12.529,1.5649999999999995,0,1,6,elle avait l'air blasée peut-être,6
subj-07,human,2,3,16.604,0.23300000000000054,0,1,1,mh,0
subj-07,human,2,3,19.642,0.23900000000000077,0,1,1,mouais,0
subj-07,human,2,3,20.384,2.774000000000001,0,1,12,non non non là c'est ça faisait plus une vraie fraise,20
subj-07,human,2,3,23.574,0.5589999999999975,0,1,2,et euh,0
subj-07,human,2,3,27.634,1.477999999999998,0,1,10,ça m'a c'est c'est un peu triste,22
subj-07,human,2,3,37.317,0.7370000000000019,0,1,3,ouais ouais ouais,1
subj-07,human,2,3,38.267,2.0829999999999984,0,1,9,euh avec les les poings fermés et tout ça,14
subj-07,human,2,3,42.784,0.3100000000000023,0,1,3,c'est ça,3
subj-07,human,2,3,45.97,0.2539999999999978,0,1,1,ouais,0
subj-07,human,2,3,47.479,1.2650000000000006,0,1,8,en plus ça fait des tout petits bras,14
subj-07,human,2,3,49.272,0.8890000000000029,0,1,2,donc euh,0
subj-07,human,2,3,51.274,1.0060000000000002,0,1,5,ça ça fait vraiment euh,4
subj-07,human,2,3,52.91,1.0360000000000014,0,1,4,petite chose en colère,4
subj-07,human,2,3,54.815,0.5130000000000052,0,1,3,en quelque sorte,3
subj-07,human,2,3,1.793,1.9560000000000002,1,0,8,bon là on vient de voir une fraise,12
subj-07,human,2,3,11.621,0.4399999999999995,1,0,1,comment,0
subj-07,human,2,3,15.257,1.0920000000000005,1,0,3,oui blasée oui,1
subj-07,human,2,3,17.523,1.7729999999999997,1,0,7,elle faisait pas fraise $Tagada$ celle là,8
subj-07,human,2,3,31.454,0.402000000000001,1,0,1,oui,0
subj-07,human,2,3,35.143,1.7929999999999993,1,0,8,elle a l'impression de lutter quand même,9
subj-07,human,2,3,40.264,0.2079999999999984,1,0,1,mh,0
subj-07,human,2,3,43.617,0.9200000000000017,1,0,5,oui c'est ça ouais,3
subj-07,human,2,5,4.417,1.0910000000000002,0,1,2,euh mh,0
subj-07,human,2,5,8.347,0.5640000000000001,0,1,4,c'est une poire,6
subj-07,human,2,5,13.372,2.106,0,1,9,bah elle fait elle fait toute triste elle aussi,16
subj-07,human,2,5,20.343,3.687999999999999,0,1,11,euh mais euh la la fraise elle était réelle aussi non,17
subj-07,human,2,5,32.45,0.44200000000000017,0,1,1,ah,0
subj-07,human,2,5,33.7,0.6759999999999948,0,1,3,faudrait que je,3
subj-07,human,2,5,36.002,0.3059999999999974,0,1,1,voilà,0
subj-07,human,2,5,36.499,0.28699999999999903,0,1,1,mh,0
subj-07,human,2,5,42.051,1.144999999999996,0,1,5,sur sur sur la poire,7
subj-07,human,2,5,46.989,1.8360000000000056,0,1,10,ben c'est euh elle a l'air abîmée aussi,23
subj-07,human,2,5,53.728,0.44200000000000017,0,1,2,à manger,1
subj-07,human,2,5,56.128,0.6890000000000001,0,1,1,@,0
subj-07,human,2,5,57.137,2.8145999999999987,0,1,15,elle est encore bonne à manger mais euh tu sais en termes de d'exp-,26
subj-07,human,2,5,8.134,0.4269999999999996,1,0,2,d'accord,1
subj-07,human,2,5,10.253,1.5649999999999995,1,0,8,ouais mais c'est la plus sympathique non,15
subj-07,human,2,5,17.228,1.0829999999999984,1,0,5,oui mais elle est réelle,6
subj-07,human,2,5,25.83,1.6360000000000028,1,0,11,ah je sais un peu moins que la poire je trouve,22
subj-07,human,2,5,27.71,1.0969999999999978,1,0,5,parce qu'elle a des,6
subj-07,human,2,5,29.778,1.5700000000000003,1,0,7,elle a des détails sur sa peau,10
subj-07,human,2,5,36.967,2.0219999999999985,1,0,8,sa peau elle fait des nuances de couleurs,10
subj-07,human,2,5,43.932,1.1539999999999964,1,0,7,ouais sur la peau de la poire,9
subj-07,human,2,5,50.09,2.229999999999997,1,0,13,ouais un petit peu oui mais elle elle a l'air encore bonne,15
subj-07,human,2,5,54.185,1.3669999999999973,1,0,2,oui @,0
subj-07,robot,2,2,8.368,0.847999999999999,0,1,4,c'est une poire,6
subj-07,robot,2,2,9.77,0.4009999999999998,0,1,2,ah oui,0
subj-07,robot,2,2,12.209,1.112,0,1,5,c'est une poire jaune,7
subj-07,robot,2,2,17.792,0.32599999999999696,0,1,1,ouais,0
subj-07,robot,2,2,21.059,1.1430000000000007,0,1,5,c'est une poire moche,7
subj-07,robot,2,2,23.864,0.8179999999999978,0,1,4,tu ne penses pas,4
subj-07,robot,2,2,28.817,0.3150000000000013,0,1,1,oui,0
subj-07,robot,2,2,30.418,0.4009999999999998,0,1,2,ah oui,0
subj-07,robot,2,2,34.696,1.4480000000000004,0,1,7,c'est une poire avec des bras,12
subj-07,robot,2,2,39.156,0.8079999999999998,0,1,4,elle a des jambes,4
subj-07,robot,2,2,42.82,0.9239999999999995,0,1,7,qu'est ce que t'en penses,13
subj-07,robot,2,2,57.371,0.5379999999999967,0,1,1,peut-être,0
subj-07,robot,2,2,7.453,0.9910000000000005,1,0,5,donc c'était une poire,10
subj-07,robot,2,2,9.729,0.3200000000000003,1,0,1,oui,0
subj-07,robot,2,2,14.912,2.1079999999999988,1,0,7,poire jaune qui a l'air naturelle,9
subj-07,robot,2,2,25.134,0.3810000000000002,1,0,1,non,0
subj-07,robot,2,2,28.365,1.113000000000003,1,0,5,elle a l'air naturelle,5
subj-07,robot,2,2,47.602,0.3719999999999999,1,0,1,mh,0
subj-07,robot,2,2,50.436,1.6809999999999974,1,0,5,ça change rien à sa,6
subj-07,robot,2,2,53.108,1.1430000000000007,1,0,4,sa qualité de poire,4
subj-07,robot,2,4,2.581,0.2789999999999999,0,1,1,bon-,0
subj-07,robot,2,4,4.329,1.1680000000000001,0,1,4,c'est une framboise,6
subj-07,robot,2,4,14.602,1.138,0,1,3,elle semble triste,2
subj-07,robot,2,4,17.3,0.8179999999999978,0,1,4,tu ne penses pas,4
subj-07,robot,2,4,28.269,1.3510000000000026,0,1,4,oui ça se pourrait,3
subj-07,robot,2,4,30.54,1.2550000000000026,0,1,3,elle semble malheureuse,2
subj-07,robot,2,4,39.878,1.1430000000000007,0,1,5,je ne suis pas sûre,10
subj-07,robot,2,4,44.674,2.017000000000003,0,1,8,elle est peut-être triste car elle est pourrie,16
subj-07,robot,2,4,11.376,1.9450000000000003,1,0,6,ouais une framboise mal en point,7
subj-07,robot,2,4,24.275,1.0980000000000025,1,0,4,des yeux en colère,4
subj-07,robot,2,4,35.554,1.5499999999999972,1,0,5,elle a l'air sectionnée,5
subj-07,robot,2,4,57.853,1.1329999999999956,1,0,7,il n'a pas l'air réel,9
subj-07,robot,2,6,2.342,0.6149999999999998,0,1,1,bonjour,0
subj-07,robot,2,6,6.833,1.205,0,1,5,c'est une fraise rouge,7
subj-07,robot,2,6,14.678,1.1629999999999985,0,1,4,non c'est impossible,3
subj-07,robot,2,6,18.336,2.1590000000000025,0,1,9,on dirait un fruit de la pub pour $Oasis$,19
subj-07,robot,2,6,20.673,0.8180000000000014,0,1,2,mais fatiguée,1
subj-07,robot,2,6,22.721,0.7620000000000005,0,1,4,tu ne crois pas,4
subj-07,robot,2,6,32.613,1.1529999999999987,0,1,5,je ne suis pas sûre,10
subj-07,robot,2,6,37.83,1.017000000000003,0,1,4,comme les deux autres,6
subj-07,robot,2,6,41.712,1.5039999999999978,0,1,6,comme la poire et la framboise,9
subj-07,robot,2,6,48.368,0.8230000000000004,0,1,3,elle est fatiguée,3
subj-07,robot,2,6,50.044,0.8340000000000032,0,1,4,tu ne penses pas,4
subj-07,robot,2,6,59.195,0.7565999999999988,0,1,4,oui c'est possible,3
subj-07,robot,2,6,3.653,0.5639999999999996,1,0,1,bonjour,0
subj-07,robot,2,6,9.491,1.2750000000000004,1,0,7,mais qui n'a pas de bouche,11
subj-07,robot,2,6,27.801,0.8390000000000022,1,0,3,je sais pas,2
subj-07,robot,2,6,29.148,1.5700000000000003,1,0,7,$Oasis$ y a pas de fraise non,6
subj-07,robot,2,6,32.618,0.33500000000000085,1,0,2,oui s-,0
subj-07,robot,2,6,54.947,2.1699999999999946,1,0,7,la poire est un peu moins fatiguée,14
subj-07,human,3,1,2.434,0.17700000000000005,0,1,1,be,0
subj-07,human,3,1,4.217,1.585,0,1,8,ouais on est de retour sur l'aubergine,12
subj-07,human,3,1,7.001,5.730999999999999,0,1,19,euh du coup attends pour l'instant on a vu euh on en a vu six c'est ça,37
subj-07,human,3,1,16.116,1.524000000000001,0,1,1,euh,0
subj-07,human,3,1,19.301,0.9500000000000028,0,1,4,du coup y avait,4
subj-07,human,3,1,20.587,1.056000000000001,0,1,1,euh,0
subj-07,human,3,1,23.716,0.41699999999999804,0,1,2,euh le,0
subj-07,human,3,1,27.09,0.33500000000000085,0,1,1,ouais,0
subj-07,human,3,1,31.038,0.24899999999999878,0,1,1,ouais,0
subj-07,human,3,1,34.289,0.24899999999999523,0,1,1,ouais,0
subj-07,human,3,1,36.555,2.048000000000002,0,1,5,euh oui c'est ça,3
subj-07,human,3,1,40.574,2.9470000000000027,0,1,5,euh et le point commun,4
subj-07,human,3,1,45.171,1.8049999999999997,0,1,9,c'est euh c'est qu'ils sont tous,15
subj-07,human,3,1,47.326,0.6859999999999999,0,1,1,personnifiés,0
subj-07,human,3,1,48.937,2.3270000000000053,0,1,11,et qu'ils ont des des yeux des bras des jambes,16
subj-07,human,3,1,52.041,1.2960000000000065,0,1,5,donc doit y avoir un,5
subj-07,human,3,1,55.445,1.4679999999999964,0,1,8,doit doit y avoir un message derrière non,10
subj-07,human,3,1,59.205,0.7466000000000008,0,1,5,en général quand tu pers-,8
subj-07,human,3,1,3.053,1.205,1,0,5,c'est encore l'aubergine,10
subj-07,human,3,1,15.059,0.6810000000000009,1,0,3,je sais plus,2
subj-07,human,3,1,23.774,0.541999999999998,1,0,1,aubergine,0
subj-07,human,3,1,24.611,2.163999999999998,1,0,5,ouais l'aubergine la pomme,4
subj-07,human,3,1,27.349,0.6149999999999984,1,0,2,le citron,1
subj-07,human,3,1,29.366,0.8840000000000003,1,0,1,framboise,0
subj-07,human,3,1,31.944,2.187999999999999,1,0,7,peut-être une fraise non je sais plus,7
subj-07,human,3,1,34.802,0.7120000000000033,1,0,3,et une poire,3
subj-07,human,3,1,48.368,0.3149999999999977,1,0,1,ouais,0
subj-07,human,3,3,1.756,1.474,0,1,7,ok donc ça c'est le citron,11
subj-07,human,3,3,11.868,0.17300000000000004,0,1,1,ouais,0
subj-07,human,3,3,14.256,3.847999999999999,0,1,23,mh du coup tu penses que ça veut dire quelque chose le fait qu'il ait l'air plus sympathique que les autres,42
subj-07,human,3,3,27.446,3.3099999999999987,0,1,16,parce que je je sais pas en général quand tu sais quand tu personnifies quelque chose,36
subj-07,human,3,3,32.46,1.3590000000000018,0,1,2,euh mh,0
subj-07,human,3,3,34.91,3.733000000000004,0,1,14,ça -fin c'est c'est t'essayes de dire quelque chose en général,22
subj-07,human,3,3,48.652,0.23400000000000176,0,1,1,ouais,0
subj-07,human,3,3,49.401,0.5749999999999957,0,1,1,ok,0
subj-07,human,3,3,55.874,0.7419999999999973,0,1,2,les euh,0
subj-07,human,3,3,57.602,0.19200000000000017,0,1,1,*,0
subj-07,human,3,3,59.266,0.6856000000000009,0,1,4,euh les deux premiers,3
subj-07,human,3,3,5.817,3.866999999999999,1,0,17,donc euh oui c'était le citron ouais finalement c'est le plus sympathique des trois là,35
subj-07,human,3,3,12.417,1.4030000000000005,1,0,8,je sais pas ce que tu en penses,14
subj-07,human,3,3,22.446,0.46799999999999997,1,0,3,je sais pas,2
subj-07,human,3,3,40.899,1.1379999999999981,1,0,6,oui mais enfin les les deux,10
subj-07,human,3,3,42.281,3.4350000000000023,1,0,12,-fin ils sont donc censés être des super héros qui combattent euh,23
subj-07,human,3,3,46.813,1.7479999999999976,1,0,5,euh les mauvaises habitudes alimentaires,4
subj-07,human,3,3,50.502,2.5090000000000003,1,0,10,mais les deux premiers là ont pas l'air euh,12
subj-07,human,3,3,53.276,1.9079999999999941,1,0,10,-fin pour moi hein ils ont pas l'air sympathique,21
subj-07,human,3,3,55.521,1.4739999999999966,1,0,9,bah ça a pas l'air des super héros,15
subj-07,human,3,3,57.254,1.0620000000000047,1,0,4,plutôt l'air dangereux,4
subj-07,human,3,5,3.402,1.3209999999999997,0,1,1,euh,0
subj-07,human,3,5,12.629,0.5170000000000012,0,1,1,euh,0
subj-07,human,3,5,15.252,0.8989999999999991,0,1,3,tu comment ça,3
subj-07,human,3,5,16.362,2.2390000000000008,0,1,9,tu veux dire qu'on mangerait plus facilement euh,11
subj-07,human,3,5,23.076,0.5030000000000001,0,1,3,ah c'est,1
subj-07,human,3,5,24.038,1.4770000000000003,0,1,9,c'est une campagne pub qui cible les enfants,14
subj-07,human,3,5,26.775,0.4410000000000025,0,1,1,ok,0
subj-07,human,3,5,28.766,0.5360000000000014,0,1,1,ok,0
subj-07,human,3,5,32.058,0.4789999999999992,0,1,1,ouais,0
subj-07,human,3,5,41.476,2.0870000000000033,0,1,4,euh d'accord ok,1
subj-07,human,3,5,44.309,5.667000000000002,0,1,22,donc tu tu penses que ce serait pas dans le sens du euh manger cinq fruits et légumes par jour mais euh,68
subj-07,human,3,5,52.683,4.2109999999999985,0,1,9,parce que qui aurait intérêt à discréditer des légumes,13
subj-07,human,3,5,5.258,4.385000000000001,1,0,21,la question que je me pose c'est est ce qu'on mange quelque chose qui a l'air plus réel,39
subj-07,human,3,5,10.142,0.8830000000000009,1,0,2,ou irréel,1
subj-07,human,3,5,12.676,0.9499999999999993,1,0,3,facilement tu vois,3
subj-07,human,3,5,18.28,0.8939999999999984,1,0,5,non j'en sais rien,4
subj-07,human,3,5,19.459,3.6380000000000017,1,0,17,c'est c'est une campagne de pub qui cible les enfants mais quand tu vois une,40
subj-07,human,3,5,28.792,2.128999999999998,1,0,7,si tu si tu vois une pomme,13
subj-07,human,3,5,31.165,2.4179999999999993,1,0,11,agressive je sais pas si t'as envie de la manger,17
subj-07,human,3,5,34.858,4.895000000000003,1,0,21,et de même que si elle est sympathique mais pas réelle t'as pas envie de la manger non plus non,50
subj-07,human,3,5,44.07,0.5889999999999986,1,0,3,je sais pas,2
subj-07,human,3,5,50.984,1.3569999999999993,1,0,8,je sais pas j'arrive pas à savoir,11
subj-07,human,3,5,59.027,0.8774000000000015,1,0,4,elles sont pas dis-,6
subj-07,robot,3,2,12.498,0.8490000000000002,0,1,3,oui bien sûr,1
subj-07,robot,3,2,14.033,1.1170000000000009,0,1,3,elle est appêtissante,3
subj-07,robot,3,2,15.328,0.6960000000000015,0,1,2,cette pomme,1
subj-07,robot,3,2,17.543,0.7780000000000022,0,1,4,tu ne crois pas,4
subj-07,robot,3,2,21.186,1.3419999999999987,0,1,6,la pomme a l'air méchante,5
subj-07,robot,3,2,27.639,0.41600000000000037,0,1,2,ah oui,0
subj-07,robot,3,2,28.914,1.9049999999999976,0,1,6,on dirait un $Spiderman$ cette pomme,13
subj-07,robot,3,2,32.445,0.8130000000000024,0,1,4,tu ne penses pas,4
subj-07,robot,3,2,40.757,2.3569999999999993,0,1,9,c'est une campagne de pub ciblant les enfants,15
subj-07,robot,3,2,45.243,0.9600000000000009,0,1,7,qu'est ce que t'en penses,13
subj-07,robot,3,2,58.692,1.259599999999999,0,1,7,tu as tu as une idée du,10
subj-07,robot,3,2,5.965,1.3209999999999997,1,0,4,c'est une pomme,6
subj-07,robot,3,2,8.983,0.9450000000000003,1,0,1,menaçante,0
subj-07,robot,3,2,16.619,1.5390000000000015,1,0,4,non elle est menaçante,3
subj-07,robot,3,2,18.803,0.2699999999999996,1,0,1,non,0
subj-07,robot,3,2,22.949,0.39099999999999824,1,0,1,ouais,0
subj-07,robot,3,2,37.419,0.3500000000000014,1,0,1,non,0
subj-07,robot,3,2,53.57,0.49799999999999756,1,0,1,rien,0
subj-07,robot,3,4,4.471,1.854,0,1,8,on dirait qu'elle a un rire sardonique,11
subj-07,robot,3,4,12.178,1.2449999999999992,0,1,5,elle a l'air agressive,5
subj-07,robot,3,4,17.046,0.7210000000000001,0,1,3,oui en effet,1
subj-07,robot,3,4,19.52,0.9550000000000018,0,1,5,elle a l'air forte,4
subj-07,robot,3,4,20.688,0.6859999999999999,0,1,3,comme la pomme,3
subj-07,robot,3,4,28.289,0.782,0,1,4,tu ne crois pas,4
subj-07,robot,3,4,32.78,0.37599999999999767,0,1,1,ouais,0
subj-07,robot,3,4,36.413,2.352000000000004,0,1,9,c'est une campagne de pub ciblant les enfants,15
subj-07,robot,3,4,40.772,0.838000000000001,0,1,4,tu ne penses pas,4
subj-07,robot,3,4,51.182,2.7239999999999966,0,1,9,c'est peut-être une pub pour manger plus sainement,16
subj-07,robot,3,4,7.733,1.117,1,0,5,je n'ai pas compris,10
subj-07,robot,3,4,14.185,1.2850000000000001,1,0,3,oui dangereuse même,1
subj-07,robot,3,4,29.727,0.43700000000000117,1,0,1,non,0
subj-07,robot,3,4,47.245,0.5030000000000001,1,0,2,* oui,0
subj-07,robot,3,6,4.933,1.3970000000000002,0,1,6,tu as une idée du message,7
subj-07,robot,3,6,18.387,2.2510000000000012,0,1,7,c'est une campagne contre les pesticides,12
subj-07,robot,3,6,25.129,0.7719999999999985,0,1,4,tu ne crois pas,4
subj-07,robot,3,6,30.89,2.612000000000002,0,1,8,il combat les pesticides avec les autres peut-être,18
subj-07,robot,3,6,46.264,2.1340000000000003,0,1,9,c'est une pub pour les producteurs de fruits,15
subj-07,robot,3,6,48.622,0.7719999999999985,0,1,3,comme les autres,3
subj-07,robot,3,6,53.763,0.9560000000000031,0,1,7,qu'est ce que t'en penses,13
subj-07,robot,3,6,10.694,0.6149999999999984,1,0,1,oui,0
subj-07,robot,3,6,12.951,1.6310000000000002,1,0,5,un citron qui a des,7
subj-07,robot,3,6,15.051,0.7989999999999995,1,0,3,de grands pouvoirs,3
subj-07,robot,3,6,24.916,0.31200000000000117,1,0,1,ouais,0
subj-07,robot,3,6,26.425,0.4220000000000006,1,0,1,si,0
subj-07,robot,3,6,57.742,2.162400000000005,1,0,5,euh je suis pas convaincue,6
subj-07,human,4,1,1.775,0.43800000000000017,0,1,1,ok,0
subj-07,human,4,1,7.367,2.6390000000000002,0,1,11,ouais elle est difforme elle a une couleur bizarre aussi non,14
subj-07,human,4,1,11.691,1.5889999999999986,0,1,6,elle est eh un peu artificielle,15
subj-07,human,4,1,18.89,0.884999999999998,0,1,4,ah d'accord ok,1
subj-07,human,4,1,21.205,0.36400000000000077,0,1,1,euh,0
subj-07,human,4,1,23.157,6.757999999999999,0,1,22,et du coup c'est lesquels qui seraient euh mh c'est quels fruits qui représenteraient les fruits traités par les pesticides,57
subj-07,human,4,1,32.73,2.9650000000000034,0,1,16,d'accord parce qu'ils sont trop beaux pour être pour être vrais c'est ça,32
subj-07,human,4,1,36.633,0.5169999999999959,0,1,1,ok,0
subj-07,human,4,1,49.578,0.24449999999999505,0,1,1,ah,0
subj-07,human,4,1,1.961,0.18300000000000005,1,0,1,oui,0
subj-07,human,4,1,2.799,3.488,1,0,15,en fait je cherchais le mot tout à l'heure mais elle difforme cette framboise,28
subj-07,human,4,1,9.846,0.24900000000000055,1,0,1,ouais,0
subj-07,human,4,1,13.875,0.20899999999999963,1,0,1,oui,0
subj-07,human,4,1,14.835,3.405999999999999,1,0,11,en fait c'est une campagne de pub contre les pesticides,22
subj-07,human,4,1,21.237,2.2860000000000014,1,0,8,si j'ai bien compris ouais et euh,11
subj-07,human,4,1,30.098,1.9609999999999985,1,0,5,ben l'aubergine par exemple,6
subj-07,human,4,1,35.539,0.7269999999999968,1,0,5,ouais c'est ça ouais,4
subj-07,human,4,1,38.044,2.1440000000000055,1,0,8,là je comprends pas trop le message des,12
subj-07,human,4,1,42.113,2.1799999999999997,1,0,7,des fruits en fait ils sont fatigués,8
subj-07,human,4,1,44.918,3.9480000000000004,1,0,14,parce que la poire elle faisait pas très elle faisait pas traitée par pesticides,24
subj-07,human,4,1,50.954,1.9960000000000022,1,0,6,la fraise oui c'est possible,7
subj-07,human,4,1,53.819,1.894999999999996,1,0,8,mais elle en a elle a subit des,13
subj-07,human,4,1,57.498,1.5900000000000034,1,0,7,des des effets secondaires on va dire,6
subj-07,human,4,3,1.813,0.4600000000000002,0,1,1,euh,0
subj-07,human,4,3,3.135,1.529,0,1,12,j'ai j'ai réfléchi à ce que tu m'as dit,25
subj-07,human,4,3,6.905,3.4460000000000006,0,1,10,et euh je euh je me dit si les premiers,15
subj-07,human,4,3,10.638,3.2520000000000007,0,1,14,ils sont méchants et ils sont traités par les pesticides ils sont pas vrais,25
subj-07,human,4,3,14.256,5.039999999999999,0,1,22,en fait que les autres ils ont l'air tristes c'est parce que personne n'en veut vu sont plus naturels,68
subj-07,human,4,3,33.365,0.3200000000000003,0,1,1,ah,0
subj-07,human,4,3,35.041,0.7430000000000021,0,1,2,ok donc,0
subj-07,human,4,3,38.267,3.628,0,1,18,d'accord donc en fait les les là les deux qu'on a ils sont à prendre séparemment,33
subj-07,human,4,3,43.328,0.36299999999999955,0,1,2,-fin les,1
subj-07,human,4,3,44.496,0.3859999999999957,0,1,2,deux groupes,1
subj-07,human,4,3,50.768,2.0289999999999964,0,1,6,parce que pas considérés euh ben,6
subj-07,human,4,3,53.123,3.2210000000000036,0,1,18,si tu dis c'est pour l'aspect local peut-être que c'est à cause des transports alors,64
subj-07,human,4,3,19.85,2.0219999999999985,1,0,7,oui je pense que c'est ça,11
subj-07,human,4,3,22.568,0.7719999999999985,1,0,2,mais pas,1
subj-07,human,4,3,23.854,0.786999999999999,1,0,1,que,0
subj-07,human,4,3,26.023,2.276,1,0,8,les fruits c'est une campagne pour les,14
subj-07,human,4,3,30.25,0.24399999999999977,1,0,1,euh,0
subj-07,human,4,3,31.104,1.6460000000000008,1,0,6,pour les produits locaux en fait,8
subj-07,human,4,3,33.812,0.929000000000002,1,0,2,de proximité,1
subj-07,human,4,3,35.62,2.3320000000000007,1,0,11,c'est pas le même objectif les légumes et les fruits,24
subj-07,human,4,3,43.206,1.6359999999999957,1,0,8,euh j'ai j'ai l'impression ouais,7
subj-07,human,4,3,45.462,3.3019999999999996,1,0,13,les fruits sont fatigués parce que moins considérés ou alors je sais pas,28
subj-07,human,4,3,58.067,1.1629999999999967,1,0,5,ouais peut-être je sais pas,4
subj-07,human,4,5,2.503,0.3819999999999997,0,1,1,ah,0
subj-07,human,4,5,3.734,1.4210000000000003,0,1,7,elle a vraiment l'air battue peucheure,10
subj-07,human,4,5,10.226,0.25,0,1,1,oui,0
subj-07,human,4,5,12.351,1.0419999999999998,0,1,3,un peu comme,3
subj-07,human,4,5,14.294,2.4570000000000007,0,1,13,tu sais un peu comme les femmes battues ou quelque chose comme ça,25
subj-07,human,4,5,17.874,0.32500000000000284,0,1,1,oui,0
subj-07,human,4,5,27.867,3.8569999999999993,0,1,16,euh ben peut-être que si c'est les fruits qui viennent de loin ils sont battus,65
subj-07,human,4,5,33.71,2.4339999999999975,0,1,18,tu veux dire que les fruits qu'on a là on sait qu'ils viennent pas de loin,45
subj-07,human,4,5,37.048,0.6610000000000014,0,1,3,d'accord ok,1
subj-07,human,4,5,39.39,1.3470000000000013,0,1,4,donc ils sont locaux,6
subj-07,human,4,5,43.638,1.6480000000000032,0,1,5,ah oui d'accord ok,1
subj-07,human,4,5,49.087,0.3789999999999978,0,1,1,ok,0
subj-07,human,4,5,50.532,2.3980000000000032,0,1,13,donc en fait personne n'en veut donc ils pourrissent dans leur coin,28
subj-07,human,4,5,58.946,1.0056000000000012,0,1,4,ouais ouais ça fait,3
subj-07,human,4,5,5.96,3.6420000000000003,1,0,13,oui c'est ce qui me semble ce ce sont des fruits battus,28
subj-07,human,4,5,22.218,4.841000000000001,1,0,23,bon c'est bien une campagne pour des fruits locaux qui viennent pas loin mais je vois pas pourquoi ils seraient battus quoi,72
subj-07,human,4,5,31.393,1.4990000000000023,1,0,9,non pas de loin ils viennent pas de loin,10
subj-07,human,4,5,36.388,0.30400000000000205,1,0,1,ouais,0
subj-07,human,4,5,40.899,1.341000000000001,1,0,5,ils sont abandonnés en fait,6
subj-07,human,4,5,42.54,0.8939999999999984,1,0,4,ceux qui sont tristes,6
subj-07,human,4,5,54.058,1.514000000000003,1,0,5,ouais il dirait ça ouais,4
subj-07,robot,4,2,4.506,0.8490000000000002,0,1,4,c'est une poire,6
subj-07,robot,4,2,14.785,0.8940000000000001,0,1,3,elle est déformée,3
subj-07,robot,4,2,26.267,1.7880000000000003,0,1,6,elle est traitée avec des pesticides,9
subj-07,robot,4,2,29.595,0.7570000000000014,0,1,4,tu ne crois pas,4
subj-07,robot,4,2,42.54,0.7370000000000019,0,1,3,oui en effet,1
subj-07,robot,4,2,50.303,3.196000000000005,0,1,14,c'est une campagne pour les fruits locaux qui ne viennent pas de loin,25
subj-07,robot,4,2,55.755,0.8329999999999984,0,1,7,qu'est ce que tu en dis,13
subj-07,robot,4,2,6.523,1.758000000000001,1,0,8,ouais c'est une poire un peu abîmée,12
subj-07,robot,4,2,20.023,1.8339999999999996,1,0,8,oui mais elle a pas l'air euh,9
subj-07,robot,4,2,23.018,2.318999999999999,1,0,8,l'a pas l'air euh très abîmée,10
subj-07,robot,4,2,32.277,0.8829999999999956,1,0,4,c'est pas forcé,6
