participantid,condition,session,conversation,onset,duration,within_speaker,speaker_prior_turn,speaker_subsequent_turn,type,word_count,subsequent_utterance
subj-03,robot,3,2,42.865,1.117999999999995,1,participant,participant,silence,6,euhavec plein de pesticides comme euh
subj-03,robot,3,2,46.468,0.5229999999999961,1,researcher,researcher,silence,1,peut-être
subj-03,robot,3,2,47.545,0.5689999999999955,0,researcher,participant,silence,1,ouais
subj-03,robot,3,2,48.261,1.6920000000000002,0,participant,researcher,silence,5,elle combat les pesticides peut-être
subj-03,robot,3,2,51.812,0.7520000000000024,0,researcher,participant,silence,2,ah possible
subj-03,robot,3,2,53.621,1.2749999999999986,1,participant,participant,silence,7,elles sont fortes elles combattent les pesticides
subj-03,robot,3,2,56.487,1.0459999999999994,1,participant,participant,silence,9,alors que les autres elles sont toutes abimées et
subj-03,robot,3,2,1.712,0.4730000000000001,0,participant,researcher,speech,5,elle a une peau brillante
subj-03,robot,3,2,11.579,0.4209999999999994,0,participant,researcher,speech,9,c'est une pub pour les producteurs de fruits
subj-03,robot,3,2,18.6,0.3409999999999975,0,participant,researcher,speech,9,ça peut-être une pub pour manger des fruits locaux
subj-03,robot,3,2,46.005,0.31700000000000017,0,participant,researcher,speech,1,hum
subj-03,robot,3,2,59.327,0.12700000000000244,0,participant,researcher,speech,1,oui*
subj-03,robot,3,4,4.435,1.3260000000000005,1,participant,participant,silence,12,elle est toute brillante toute elle a l'air très très bonne
subj-03,robot,3,4,9.313,1.2039999999999988,1,participant,participant,silence,14,par rapport aux autres fruits et légumes qui étaient abimés la poire et tout
subj-03,robot,3,4,13.242,2.574,0,participant,researcher,silence,3,ouije crois aussi
subj-03,robot,3,4,17.183,1.2650000000000006,0,researcher,participant,silence,2,et euh
subj-03,robot,3,4,21.45,1.3770000000000024,0,researcher,participant,silence,11,plus sainement ou alors euh des produits qui sont plus locaux
subj-03,robot,3,4,26.023,0.3810000000000002,1,participant,participant,silence,2,parce que
subj-03,robot,3,4,26.938,0.8480000000000025,1,participant,participant,silence,3,en soi euh
subj-03,robot,3,4,29.173,1.2730000000000032,0,researcher,participant,silence,7,c'est toujours des fruits et légumes
subj-03,robot,3,4,33.075,0.8939999999999984,0,researcher,participant,silence,1,ouais
subj-03,robot,3,4,34.213,1.1739999999999995,1,participant,participant,silence,27,parce qu'on oppose pas les légumes euh bons à d'autres choses qui sont grasses ou quoi c'est comparé à d'autres fruits et légumes
subj-03,robot,3,4,41.346,0.6810000000000045,1,participant,participant,silence,3,qui sont abimés
subj-03,robot,3,4,42.647,0.6400000000000006,1,participant,participant,silence,12,pour moi ça serait plus l'aspect localque l'aspect exporté euh
subj-03,robot,3,4,47.423,0.8569999999999993,1,participant,participant,silence,12,euh tout ça qui a été mal transporté qui a été abimé
subj-03,robot,3,4,51.64,0.5750000000000028,1,participant,participant,silence,1,etcetera
subj-03,robot,3,4,52.71,1.850999999999999,0,participant,researcher,silence,4,oui ouije crois aussi
subj-03,robot,3,4,56.426,0.9339999999999975,0,researcher,participant,silence,2,tu vois
subj-03,robot,3,4,18.748,0.3249999999999993,0,participant,researcher,speech,9,c'est peut-être une pub pour manger plus sainement
subj-03,robot,3,4,28.198,0.26399999999999935,0,participant,researcher,speech,4,je suis d'accord
subj-03,robot,3,4,30.682,0.9090000000000025,0,participant,researcher,speech,10,ça peut être une pub pour manger des légumes locaux
subj-03,robot,3,4,57.447,0.21799999999999642,0,participant,researcher,speech,7,elle a l'air fortecomme la pomme
subj-03,robot,3,6,4.4,1.0359999999999996,0,researcher,participant,silence,1,ah
subj-03,robot,3,6,5.721,0.5430000000000001,1,participant,participant,silence,1,possible
subj-03,robot,3,6,7.0,0.9770000000000003,1,participant,participant,silence,14,ben il a l'air quand même fortavec son petit bandeau de super héros
subj-03,robot,3,6,11.614,0.6149999999999984,0,participant,researcher,silence,2,je pense
subj-03,robot,3,6,12.935,0.859,0,researcher,participant,silence,10,après agressif c'est pas forcément le mot mais euh
subj-03,robot,3,6,16.512,1.0569999999999986,1,participant,participant,silence,2,mais euh
subj-03,robot,3,6,18.097,0.46799999999999997,1,participant,participant,silence,4,pas pas aussi mou
subj-03,robot,3,6,21.349,0.5279999999999987,0,researcher,participant,silence,6,ouais et en bonne état quoi
subj-03,robot,3,6,23.584,1.657,1,participant,participant,silence,5,pas comme les autres quoi
subj-03,robot,3,6,26.424,0.36599999999999966,1,participant,participant,silence,3,pas comme les
subj-03,robot,3,6,27.771,0.4469999999999992,1,participant,participant,silence,2,framboises euh
subj-03,robot,3,6,29.193,0.4609999999999985,1,participant,participant,silence,1,*
subj-03,robot,3,6,30.005,0.48900000000000077,0,participant,researcher,silence,1,oui
subj-03,robot,3,6,32.506,1.536999999999999,0,researcher,participant,silence,2,et euh
subj-03,robot,3,6,34.538,3.4550000000000054,1,participant,participant,silence,15,ben ça donne sûr plus envie de voir un fruit et légume comme ça que
subj-03,robot,3,6,42.383,1.340999999999994,1,participant,participant,silence,10,qu'un truc tout abimé qui vient de loin etcetera
subj-03,robot,3,6,47.667,1.4069999999999965,0,researcher,participant,silence,13,ben ça donne envie de manger euh des bons fruits et légumes euh
subj-03,robot,3,6,52.788,0.3680000000000021,1,participant,participant,silence,4,sûrement locaux sûrement bio
subj-03,robot,3,6,58.681,0.5900000000000034,1,researcher,researcher,silence,4,je suis d'accord
subj-03,robot,3,6,2.225,0.363,0,participant,researcher,speech,9,il n'est pas aussi agressif que les autres
subj-03,robot,3,6,19.423,0.3000000000000007,0,participant,researcher,speech,7,il a l'air fortcomme les autres
subj-03,robot,3,6,25.505,0.3960000000000008,1,researcher,researcher,speech,2,ah oui
subj-03,robot,3,6,30.575,0.2240000000000002,0,researcher,participant,speech,4,qui était tout abimé
subj-03,robot,3,6,31.307,0.13600000000000279,0,participant,researcher,speech,3,ouitu as raison
subj-03,robot,3,6,46.315,0.020000000000003126,0,participant,researcher,speech,6,tu as une idée du message
subj-03,robot,3,6,54.434,0.5690000000000026,0,participant,researcher,speech,13,ça peut-être ça peut-être une pub pour manger des fruits locauxcomme les autres
subj-03,human,4,1,3.648,0.4419999999999997,0,participant,researcher,silence,1,ouais
subj-03,human,4,1,8.241,0.6449999999999996,1,participant,participant,silence,8,derrière *je sais pas ce que c'est
subj-03,human,4,1,11.061,1.3510000000000009,1,participant,participant,silence,8,elle est toute euh dans un mauvais état
subj-03,human,4,1,13.951,0.3810000000000002,0,participant,researcher,silence,2,mh mh
subj-03,human,4,1,14.759,1.8449999999999989,0,researcher,participant,silence,11,on reste sur le même que sûrement elle était mal transportée
subj-03,human,4,1,19.418,2.6069999999999993,0,participant,researcher,silence,2,mais euh
subj-03,human,4,1,22.771,1.4229999999999983,1,researcher,researcher,silence,10,je me dis si on prend ça comme une personnification
subj-03,human,4,1,26.531,0.8079999999999998,1,researcher,researcher,silence,9,et qu'on regarde plutôt euh le fait que
subj-03,human,4,1,30.067,0.49299999999999855,1,researcher,researcher,silence,10,les fruits tout à l'heure ils avaient l'air
subj-03,human,4,1,31.856,0.39099999999999824,1,researcher,researcher,silence,4,fortscomme tu le dis
subj-03,human,4,1,33.542,0.5439999999999969,1,researcher,researcher,silence,19,et que ceux là ils ont l'air pas bien parce que la poire elle avait l'air battue
subj-03,human,4,1,38.034,1.4320000000000022,0,researcher,participant,silence,7,ouais elle elle a l'air euh
subj-03,human,4,1,40.635,0.8230000000000004,1,participant,participant,silence,10,limite comme si elle avait eu le mal de mer
subj-03,human,4,1,43.094,0.9909999999999997,1,participant,participant,silence,9,tu vois c'est un peu cet aspect euh
subj-03,human,4,1,45.736,0.777000000000001,1,participant,participant,silence,4,mal en point quoi
subj-03,human,4,1,47.341,0.19899999999999807,0,participant,researcher,silence,1,ouais
subj-03,human,4,1,47.789,1.7239999999999966,0,researcher,participant,silence,4,c'est très bizarre
subj-03,human,4,1,50.309,1.666000000000004,0,participant,researcher,silence,3,ouais malade peut-être
subj-03,human,4,1,52.808,2.3980000000000032,0,researcher,participant,silence,10,et malade parce qu'elle serait empoisonnée par des pesticides
subj-03,human,4,1,57.299,1.291000000000004,0,participant,researcher,silence,1,ah
subj-03,human,4,1,59.047,0.7420000000000044,1,researcher,researcher,silence,1,peut-être
subj-03,human,4,1,4.131,0.20800000000000018,0,researcher,participant,speech,12,mhdevant elle est toute abimée y a même un fil qui part
subj-03,human,4,1,33.024,0.23400000000000176,1,participant,participant,speech,1,ouais
subj-03,human,4,3,4.808,0.3540000000000001,0,participant,researcher,silence,1,ouais
subj-03,human,4,3,5.294,0.7930000000000001,1,researcher,researcher,silence,2,blasé aussi
subj-03,human,4,3,6.595,1.3660000000000005,0,researcher,participant,silence,5,ouais et puis déformée et
subj-03,human,4,3,9.806,0.6700000000000017,1,participant,participant,silence,12,même la couleur de ses feuilleselle est pas verte elle est jaune
subj-03,human,4,3,14.033,0.9800000000000004,1,participant,participant,silence,4,du coup c'est
subj-03,human,4,3,15.801,0.5890000000000004,1,participant,participant,silence,6,comme si elle était vieille euh
subj-03,human,4,3,18.138,0.625,1,participant,participant,silence,2,abimée euh
subj-03,human,4,3,19.825,1.7680000000000007,1,participant,participant,silence,3,je sais pas
subj-03,human,4,3,22.06,1.468,0,participant,researcher,silence,16,ah ça fait euh ça fait moins envie que tout à l'heure c'est sûr
subj-03,human,4,3,25.881,0.33500000000000085,0,researcher,participant,silence,5,ouais c'est sûr @
subj-03,human,4,3,27.744,0.6310000000000002,1,participant,participant,silence,2,*mais bon
subj-03,human,4,3,29.112,1.4840000000000018,1,participant,participant,silence,8,euhje suis pas sûre qu'elle vient de
subj-03,human,4,3,32.587,0.8539999999999992,0,participant,researcher,silence,4,parce qu'on euh
subj-03,human,4,3,37.404,0.6399999999999935,0,participant,researcher,silence,1,ouais
subj-03,human,4,3,38.257,1.6310000000000002,0,researcher,participant,silence,9,mais j'hésite en vraiment entre l'aspect euh
subj-03,human,4,3,42.688,0.6139999999999972,1,participant,participant,silence,11,en fait $OGM$ le fait que ce soit pas bio euh
subj-03,human,4,3,46.691,0.8840000000000003,1,participant,participant,silence,6,les pesticides ce genre de choses
subj-03,human,4,3,49.612,0.41199999999999903,0,participant,researcher,silence,2,mh mh
subj-03,human,4,3,50.207,0.11699999999999733,0,researcher,participant,silence,18,ou alors l'aspect euh ben que les fruits viennent de loin et du coup ils sont abimés
subj-03,human,4,3,54.089,1.6910000000000025,0,participant,researcher,silence,5,ahpourrait être les deux non
subj-03,human,4,3,58.051,0.5519999999999996,1,researcher,researcher,silence,5,si c'est une condamnation
subj-03,human,4,3,33.908,0.4069999999999965,0,researcher,participant,speech,18,c'est vrai qu'elles sont toutes faibles toutes affaiblies par rapport aux autres qui sont assez forts
subj-03,human,4,5,2.429,1.4120000000000004,1,participant,participant,silence,10,toujours pareil hein c'est une poire toute démoralisée toute
subj-03,human,4,5,6.96,0.9850000000000003,1,participant,participant,silence,2,toute abimée
subj-03,human,4,5,8.708,0.35599999999999987,0,participant,researcher,silence,2,mh mh
subj-03,human,4,5,9.359,0.41600000000000037,0,researcher,participant,silence,7,comme si elle avait pris des coups
subj-03,human,4,5,10.946,1.232000000000001,0,participant,researcher,silence,4,ouais ouais ouais complètement
subj-03,human,4,5,13.687,0.6450000000000014,1,researcher,researcher,silence,6,euh une victime en quelque sorte
subj-03,human,4,5,15.78,0.8290000000000024,0,researcher,participant,silence,1,ouais
subj-03,human,4,5,16.858,0.4109999999999978,1,participant,participant,silence,5,ouais c'est fort possible
subj-03,human,4,5,18.328,1.3049999999999997,1,participant,participant,silence,8,ça donne un peu cet aspect là ouais
subj-03,human,4,5,20.983,0.8900000000000006,1,participant,participant,silence,25,que tout le monde -fin on l'a ouais maltraitée on sen- on l'a mise dans un coin on a pas fait attention euh
subj-03,human,4,5,27.481,0.2589999999999968,0,participant,researcher,silence,2,mh mh
subj-03,human,4,5,28.132,1.198999999999998,0,researcher,participant,silence,1,ouais
subj-03,human,4,5,29.519,0.9600000000000009,0,participant,researcher,silence,1,ouais
subj-03,human,4,5,30.692,0.8689999999999998,1,researcher,researcher,silence,17,et euh ouais là-dessus ce que je te disais tout à l'heure ça pourrait être une
subj-03,human,4,5,34.538,0.3610000000000042,1,researcher,researcher,silence,15,condamnation en mode société de con- anti euh contre la société de consommation ou euh
subj-03,human,4,5,39.416,1.6799999999999997,1,researcher,researcher,silence,6,quelque chose comme ça tu vois
subj-03,human,4,5,42.179,0.5899999999999963,0,researcher,participant,silence,1,ouais
subj-03,human,4,5,43.155,0.838000000000001,1,participant,participant,silence,12,contre le fait de produire beaucoup et en grande quantité sans euh
subj-03,human,4,5,48.297,0.6300000000000026,1,participant,participant,silence,8,sans voir la qualité et qu'au final
subj-03,human,4,5,50.999,0.41199999999999903,0,participant,researcher,silence,2,mh mh
subj-03,human,4,5,55.349,0.5230000000000032,1,participant,participant,silence,10,healthy du coup ils sont moins bien -fin ils sont
subj-03,human,4,5,58.346,0.6859999999999999,1,participant,participant,silence,5,produits en moins grande quantité
subj-03,human,4,5,5.573,0.20899999999999963,1,researcher,researcher,speech,1,ouais
subj-03,human,4,5,51.553,0.23900000000000432,0,researcher,participant,speech,9,les vrais bons fruits bio euhsont de meilleurs qualités
subj-03,human,4,5,55.914,0.25900000000000034,1,researcher,researcher,speech,1,ouais
subj-03,robot,4,2,4.984,0.681,0,participant,researcher,silence,4,on dirait un boxer
subj-03,robot,4,2,6.839,0.6239999999999997,0,researcher,participant,silence,4,je dirais ouais euh
subj-03,robot,4,2,8.261,0.4220000000000006,1,participant,participant,silence,4,ouais c'est pas
subj-03,robot,4,2,9.409,1.036999999999999,1,participant,participant,silence,9,elle comme si elle s'était fait tabassée ou
subj-03,robot,4,2,11.98,2.51,1,participant,participant,silence,1,ouais
subj-03,robot,4,2,14.785,0.6649999999999991,0,participant,researcher,silence,3,elle semble fatiguée
subj-03,robot,4,2,16.614,2.1129999999999995,0,researcher,participant,silence,2,fatiguée ou
subj-03,robot,4,2,19.825,1.0010000000000012,1,participant,participant,silence,10,ou alors comme si elle s'était pris ouais euh
subj-03,robot,4,2,22.589,0.5280000000000022,1,participant,participant,silence,16,si comme si elle s'était bagarrée et que elle avait pris plein de coups quoi
subj-03,robot,4,2,26.145,1.6870000000000012,0,participant,researcher,silence,7,peut-être que quelqu'un l'a frappée
subj-03,robot,4,2,29.559,1.4989999999999988,0,researcher,participant,silence,1,ouais
subj-03,robot,4,2,31.388,1.4079999999999977,0,participant,researcher,silence,9,peut-être que c'est une pub contre la violence
subj-03,robot,4,2,35.087,0.7419999999999973,0,researcher,participant,silence,12,euh ça m'étonnerait ça quand même pourquoi ils mettraient des fruits
subj-03,robot,4,2,38.765,1.6569999999999965,1,participant,participant,silence,5,je vois pas le rapport
subj-03,robot,4,2,41.082,1.1739999999999995,0,participant,researcher,silence,2,je crois
subj-03,robot,4,2,42.85,2.4949999999999974,0,researcher,participant,silence,12,non je vois plus euhune pub pour des fruits -fin pour des
subj-03,robot,4,2,49.069,1.401999999999994,1,participant,participant,silence,5,manger sainement manger bio manger
subj-03,robot,4,2,52.605,0.909000000000006,1,participant,participant,silence,1,euh
subj-03,robot,4,2,54.027,1.1539999999999964,1,participant,participant,silence,7,c'est peut-être contre les $OGM$possible aussi
subj-03,robot,4,2,57.564,1.381999999999998,0,participant,researcher,silence,4,c'est une campagne
subj-03,robot,4,4,3.709,1.7579999999999996,0,participant,researcher,silence,3,elle semble triste
subj-03,robot,4,4,6.615,0.47799999999999976,0,researcher,participant,silence,7,ouais elle me fait beaucoup de peine
subj-03,robot,4,4,8.403,0.3360000000000003,1,participant,participant,silence,11,elle est toute abimée tout euh comme si elle était malade
subj-03,robot,4,4,11.635,1.6660000000000004,1,participant,participant,silence,6,ça me fait mal au coeur
subj-03,robot,4,4,14.094,0.4320000000000004,1,participant,participant,silence,4,plus qu'autre chose
subj-03,robot,4,4,15.171,1.4430000000000014,0,participant,researcher,silence,6,pour de l'agriculture bio locale
subj-03,robot,4,4,18.28,1.6969999999999992,0,researcher,participant,silence,3,et euh ouais
subj-03,robot,4,4,21.532,2.032,0,researcher,participant,silence,1,ouais
subj-03,robot,4,4,23.93,1.5650000000000013,1,participant,participant,silence,18,et elle du coup peut-être qu'elle viendrait euh elle serait transportée de loin elle serait abimée etcetera
subj-03,robot,4,4,30.047,0.43700000000000117,0,participant,researcher,silence,3,ouitu as raison
subj-03,robot,4,4,31.693,0.29999999999999716,0,researcher,participant,silence,7,ouais je pense que c'est ça
subj-03,robot,4,4,32.791,2.7480000000000047,0,participant,researcher,silence,2,je crois
subj-03,robot,4,4,36.123,1.161999999999999,0,researcher,participant,silence,2,et euh
subj-03,robot,4,4,37.941,3.2269999999999968,1,participant,participant,silence,1,ouais
subj-03,robot,4,4,41.542,1.2469999999999999,1,participant,participant,silence,20,ben je pense que la pub elle joue avec nos émotions parce que honnêtement elle fait vraiment de la peine
subj-03,robot,4,4,46.244,0.5889999999999986,1,participant,participant,silence,3,cette petite framboise
subj-03,robot,4,4,47.768,1.5499999999999972,0,participant,researcher,silence,5,elle a des genoux courbés
subj-03,robot,4,4,50.491,1.9770000000000039,0,researcher,participant,silence,6,possible j'ai pas fait attention
subj-03,robot,4,4,54.048,1.0249999999999986,1,participant,participant,silence,1,assez
subj-03,robot,4,4,55.458,0.22100000000000364,0,participant,researcher,silence,3,comme la poire
subj-03,robot,4,4,56.405,1.2149999999999963,0,researcher,participant,silence,1,ouais
subj-03,robot,4,4,57.848,1.389000000000003,1,participant,participant,silence,2,fort possible
subj-03,robot,4,4,20.587,0.2940000000000005,0,participant,researcher,speech,7,qu'est ce que t'en penses
subj-03,robot,4,6,2.998,0.8069999999999999,1,participant,participant,silence,9,en mauvaise état j'ai l'impression cette fraise
subj-03,robot,4,6,5.543,0.49299999999999944,1,participant,participant,silence,6,elle est un peu en colère
subj-03,robot,4,6,7.072,0.8739999999999997,1,participant,participant,silence,7,elle est un peu en mode euh
subj-03,robot,4,6,9.318,1.0359999999999996,1,participant,participant,silence,11,ah euh -fin comme sielle en avait marre de quelque chose
subj-03,robot,4,6,14.419,0.45699999999999896,0,researcher,participant,silence,4,voilà c'est ça
subj-03,robot,4,6,15.618,0.34999999999999964,1,participant,participant,silence,18,mais pas du tout contente et j'ai l'impression qu'elle veut se rebeller contre quelque chose
subj-03,robot,4,6,19.012,0.5429999999999993,1,participant,participant,silence,4,parce qu'elle est
subj-03,robot,4,6,21.308,0.7779999999999987,0,researcher,participant,silence,9,ouais * ou qu'elle a été mal transporté
subj-03,robot,4,6,24.946,1.472999999999999,0,participant,researcher,silence,10,c'est peut-être une campagne pour favoriser les fruits locaux
subj-03,robot,4,6,29.478,1.1679999999999993,0,researcher,participant,silence,8,ou les fruits locaux ou les fruits bio
subj-03,robot,4,6,32.16,0.8130000000000024,0,participant,researcher,silence,9,et si c'était une campagne contre les pesticides
subj-03,robot,4,6,35.575,1.25,0,researcher,participant,silence,12,ouais ou combattre contre les pesticides ou contre les $OGM$ ou euh
subj-03,robot,4,6,40.533,1.036999999999999,1,participant,participant,silence,5,ce qui est pas euh
subj-03,robot,4,6,42.972,1.463000000000001,1,participant,participant,silence,6,qui est un peu moins naturel
subj-03,robot,4,6,45.548,1.0829999999999984,1,participant,participant,silence,4,un peu plus euh
subj-03,robot,4,6,47.89,1.5090000000000003,1,participant,participant,silence,5,je sais pas comment dire
subj-03,robot,4,6,50.207,1.0309999999999988,0,participant,researcher,silence,10,c'est pour l'agriculture locale et contre les pesticides
subj-03,robot,4,6,54.312,0.7929999999999993,0,researcher,participant,silence,10,ouais je suis tout à fait d'accord avec toi
subj-03,robot,4,6,56.588,0.5739999999999981,1,participant,participant,silence,6,pour le but de la campagne
subj-03,robot,4,6,13.22,0.9959999999999987,0,participant,researcher,speech,7,elle n'a pas l'air contente
subj-03,robot,4,6,19.581,0.4059999999999988,0,participant,researcher,speech,7,peut-être que quelqu'un l'a frappée
subj-03,robot,4,6,26.556,0.21899999999999764,1,participant,participant,speech,1,ouais
subj-03,robot,4,6,57.929,0.26500000000000057,0,participant,researcher,speech,3,oui bien sûr
subj-04,human,1,1,2.429,0.0860000000000003,0,researcher,participant,silence,1,ouais
subj-04,human,1,1,2.998,1.2089999999999996,0,participant,researcher,silence,16,euh on a eu on a on a vu la même image normalement c'était euh
subj-04,human,1,1,7.672,0.4059999999999997,0,researcher,participant,silence,7,ouais c'était euh l'aubergine avec
subj-04,human,1,1,12.122,0.3360000000000003,0,researcher,participant,silence,1,ouais
subj-04,human,1,1,12.712,0.025000000000000355,0,participant,researcher,silence,16,-fin à l'envers je sais pas si c'est à l'envers à l'endroit
subj-04,human,1,1,14.459,0.7170000000000005,1,researcher,researcher,silence,1,euh
subj-04,human,1,1,16.527,1.259999999999998,1,researcher,researcher,silence,19,donc ben déjà que -fin t'as vu elle avait euh des trucs découpés ça dessinait un visage non
subj-04,human,1,1,23.686,0.07700000000000173,0,researcher,participant,silence,6,ouais ouais on aurait dit $Batman$
subj-04,human,1,1,25.06,0.33300000000000196,0,participant,researcher,silence,5,ouais c'est ça $Batman$
subj-04,human,1,1,26.328,0.7420000000000009,1,researcher,researcher,silence,20,t'as l'impression c- je crois que c'était ça qu'on avait qu'on avait dit aussi hier
subj-04,human,1,1,30.352,0.4209999999999994,1,researcher,researcher,silence,12,euh donc c'est un truc qui a à voir avec euh
subj-04,human,1,1,33.766,0.7420000000000044,1,researcher,researcher,silence,10,avec euh soit les super héros soit avec euh les
subj-04,human,1,1,38.11,1.0670000000000002,1,researcher,researcher,silence,6,les légumes ou je sais pas
subj-04,human,1,1,40.046,0.0660000000000025,0,researcher,participant,silence,2,ouais ouais
subj-04,human,1,1,40.615,4.373999999999995,0,participant,researcher,silence,20,est ce qu'ils ont découpés euh elle est hyper jolie l'aubergine c'est un un des trucs très
subj-04,human,1,1,50.065,1.1430000000000007,0,researcher,participant,silence,3,ouais normal hein
subj-04,human,1,1,52.127,0.5640000000000001,0,participant,researcher,silence,25,-fin je sais pas elle brille elle a pas de -fin c'est un truc parfait quoi comme si ça avait été dessiné par ordinateur
subj-04,human,1,1,56.852,0.7680000000000007,0,researcher,participant,silence,4,ouais je sais pas
subj-04,human,1,1,10.121,1.4699999999999989,0,participant,researcher,speech,6,lel'aubergine à l'envers là
subj-04,human,1,3,2.266,0.3500000000000001,0,researcher,participant,silence,1,ouais
subj-04,human,1,3,5.706,0.4969999999999999,0,researcher,participant,silence,2,ouais ouais
subj-04,human,1,3,6.676,0.6710000000000003,1,participant,participant,silence,6,là c'était un citron euh
subj-04,human,1,3,8.85,0.2190000000000012,1,participant,participant,silence,2,$Tortue Ninja$
subj-04,human,1,3,9.948,0.26900000000000013,0,participant,researcher,silence,15,et voilà c'est ça c'est pareil on enlève un petit morceau de peau
subj-04,human,1,3,13.484,0.15799999999999947,0,researcher,participant,silence,1,ouais
subj-04,human,1,3,13.972,0.2940000000000005,0,participant,researcher,silence,6,ça dessine euhça dessine un visage
subj-04,human,1,3,16.39,0.7929999999999993,0,researcher,participant,silence,5,ouais tout à fait ouais
subj-04,human,1,3,17.996,0.20800000000000196,0,participant,researcher,silence,12,et et avec ça on fait euh on fait un super héros
subj-04,human,1,3,20.963,0.7769999999999975,1,researcher,researcher,silence,1,euh
subj-04,human,1,3,21.974,0.3960000000000008,1,researcher,researcher,silence,23,donc avec l'aubergine par contre l'aubergine et le citron ça a rien à voir c'est pas les trucs qui euh
subj-04,human,1,3,26.729,1.0160000000000018,1,researcher,researcher,silence,2,-fin le
subj-04,human,1,3,28.154,0.45500000000000185,1,participant,participant,silence,9,ben c'est $Batman$ et les $Tortues Ninjas$ quoi
subj-04,human,1,3,31.104,0.45700000000000074,0,participant,researcher,silence,11,ouais mais en termes de fruits et légumes je veux dire
subj-04,human,1,3,33.502,0.48699999999999477,0,researcher,participant,silence,3,ah ouais non
subj-04,human,1,3,37.83,1.5859999999999985,1,researcher,researcher,silence,10,à part dans les cocktails mais euh les citrons verts
subj-04,human,1,3,43.704,0.232999999999997,0,participant,researcher,silence,2,ah ouais
subj-04,human,1,3,44.191,0.36599999999999966,0,researcher,participant,silence,2,et ouais
subj-04,human,1,3,44.882,0.392000000000003,0,participant,researcher,silence,4,euh ah bon @
subj-04,human,1,3,47.138,0.8890000000000029,1,researcher,researcher,silence,6,d'accord donc on peut m-
subj-04,human,1,3,55.695,0.402000000000001,0,researcher,participant,silence,9,moi c'est pas mon truc je déteste ça
subj-04,human,1,3,57.592,0.5060000000000002,0,participant,researcher,silence,4,réservé exclusivement aux mojitos
subj-04,human,1,3,3.058,0.07699999999999996,0,participant,researcher,speech,12,donc ça reste euh on reste dans la même idée quoi les
subj-04,human,1,3,7.438,0.17300000000000004,1,researcher,researcher,speech,1,les
subj-04,human,1,3,34.101,0.4170000000000016,0,participant,researcher,speech,24,l'aubergine c'est un légume qu'on mange et que le citron je sais pas trop ce qu'on en fait à part
subj-04,human,1,3,41.367,0.365000000000002,0,researcher,participant,speech,14,ben ça se manger aussi y a des gens qui mangent des citrons hein
subj-04,human,1,3,48.566,0.47699999999999676,0,researcher,participant,speech,18,ben cha- chacun ses goûts moi je déteste ça mais je connais des gens qui en mangent hein
subj-04,human,1,3,52.234,0.14699999999999847,0,participant,researcher,speech,16,ah ok je pensais même pas que ça se mangeait le le citron vert le lime
subj-04,human,1,3,56.219,0.14399999999999835,1,researcher,researcher,speech,1,frit
subj-04,human,1,5,4.014,1.7219999999999995,1,researcher,researcher,silence,8,avec la pomme en plus on est euh
subj-04,human,1,5,7.362,0.508,1,researcher,researcher,silence,3,comme exactement comme
subj-04,human,1,5,9.12,0.9290000000000003,1,researcher,researcher,silence,9,-fin comme l'aubergine et comme le citron vert
subj-04,human,1,5,11.858,0.5389999999999997,0,researcher,participant,silence,1,ouais
subj-04,human,1,5,12.737,0.5289999999999999,0,participant,researcher,silence,14,découpés avec euh et la pomme par contre c'est quoi c'est $Superman$
subj-04,human,1,5,16.919,0.16699999999999804,0,researcher,participant,silence,4,non c'est $Spiderman$
subj-04,human,1,5,18.097,1.671999999999997,0,participant,researcher,silence,15,ah ouais les yeux la forme des yeux avec le masque ouais c'est ça
subj-04,human,1,5,22.528,0.1930000000000014,1,researcher,researcher,silence,2,ben oui
subj-04,human,1,5,23.097,0.5429999999999993,1,researcher,researcher,silence,1,pardon
subj-04,human,1,5,23.889,1.036999999999999,1,researcher,researcher,silence,2,euh oui
subj-04,human,1,5,25.393,0.37099999999999866,1,researcher,researcher,silence,3,$Spiderman$ pas $Superman$
subj-04,human,1,5,27.059,0.384999999999998,0,researcher,participant,silence,1,ouais
subj-04,human,1,5,27.755,0.9400000000000013,0,participant,researcher,silence,17,non bon ben y a au moins une cohérence on a compris comment étaient faites les images
subj-04,human,1,5,31.612,0.30500000000000327,0,researcher,participant,silence,1,ouais
subj-04,human,1,5,32.282,0.011000000000002785,0,participant,researcher,silence,10,on pourrait même en fabriquer nous même si on voulait
subj-04,human,1,5,34.619,0.26200000000000045,0,researcher,participant,silence,1,ouais
subj-04,human,1,5,35.229,0.2539999999999978,0,participant,researcher,silence,2,mais euh
subj-04,human,1,5,36.133,0.33099999999999596,1,researcher,researcher,silence,19,l'idée c'est de se poser la question de qu'est ce que ça doit bien vouloir dire
subj-04,human,1,5,39.192,1.293999999999997,0,researcher,participant,silence,13,ben je sais pas le robot il a pas parlé de pesticides là
subj-04,human,1,5,43.104,1.956000000000003,0,participant,researcher,silence,10,ah euh je sais pas moi j'entends pas euh
subj-04,human,1,5,47.209,0.11699999999999733,0,participant,researcher,silence,7,j'entends pas ce qu'il dit
subj-04,human,1,5,48.073,0.6300000000000026,1,researcher,researcher,silence,4,ça se passe euh
subj-04,human,1,5,49.353,0.3709999999999951,1,researcher,researcher,silence,5,ça se passe en interne
